8	2	0.0	0.000222400005441159	by_row_and_by_col
8	4	0.3877441077441066	0.04092650001985021	by_row_and_by_col
8	8	0.0	0.00393659999826923	by_row_and_by_col
16	2	0.0	0.0004155999922659248	by_row_and_by_col
16	4	0.31588637483374526	0.002533199993195012	by_row_and_by_col
16	8	3.2611630317954443	0.0035433000011835247	by_row_and_by_col
32	2	0.0	0.000999899988528341	by_row_and_by_col
32	4	0.2600904034237388	0.003767999995034188	by_row_and_by_col
32	8	5.386766230752663	0.006740799988619983	by_row_and_by_col
64	2	0.0	0.0033335999760311097	by_row_and_by_col
64	4	0.22788042932906194	0.007142899994505569	by_row_and_by_col
64	8	7.669539447392765	0.015969900006894022	by_row_and_by_col
128	2	0.0	0.010722800012445077	by_row_and_by_col
128	4	0.21049401545585056	0.027048800024203956	by_row_and_by_col
128	8	10.063835489605452	0.034141400014050305	by_row_and_by_col
256	2	0.0	0.039903500000946224	by_row_and_by_col
256	4	0.20144971144981128	0.09368059999542311	by_row_and_by_col
256	8	12.5260753471253	0.19670420000329614	by_row_and_by_col
512	2	0.0	0.31635030001052655	by_row_and_by_col
512	4	0.19683553720813052	0.5087488999997731	by_row_and_by_col
512	8	15.026065511029742	0.9015277000144124	by_row_and_by_col
8	2	0.0	0.00016830000095069408	by_row
8	4	0.22491522366522254	0.001787000015610829	by_row
8	8	0.6017394719743745	0.0025123000086750835	by_row
16	2	0.0	0.00033599999733269215	by_row
16	4	0.11466269841270105	0.0020590000203810632	by_row
16	8	4.1737695030804325	0.003410200006328523	by_row
32	2	0.0	0.0007701000140514225	by_row
32	4	0.04585784313725583	0.0037493999989237636	by_row
32	8	6.9253933625945905	0.0066466999996919185	by_row
64	2	0.0	0.0019446999940555543	by_row
64	4	0.006928552741769067	0.006557500018971041	by_row
64	8	9.790509943912554	0.01278620000812225	by_row
128	2	0.0	0.0062377000285778195	by_row
128	4	0.013858508963465965	0.021349700022256002	by_row
128	8	12.738637850180027	0.03288260000408627	by_row
256	2	0.0	0.022832800023024902	by_row
256	4	0.024611109000659326	0.08972700001322664	by_row
256	8	15.738423104489243	0.18653280002763495	by_row
512	2	0.0	0.25625599999330007	by_row
512	4	0.030081084872108477	0.47660090000135824	by_row
512	8	18.76725768090205	0.8447407000057865	by_row
8	2	0.0	0.00017270000535063446	by_column
8	4	0.5466005291005303	0.001646799995796755	by_column
8	8	0.25809666461946357	0.003646700002718717	by_column
16	2	0.0	0.00033820001408457756	by_column
16	4	1.1397162559662526	0.0025590000150259584	by_column
16	8	26.64585321331441	0.004494699998758733	by_column
32	2	0.0	0.000759899994591251	by_column
32	4	1.7860441638247053	0.005267500004265457	by_column
32	8	57.213535448476726	0.008364700013771653	by_column
64	2	0.0	0.0019241000118199736	by_column
64	4	2.464815213290578	0.006304899987298995	by_column
64	8	67.58400053273299	0.01670680000097491	by_column
128	2	0.0	0.007049400010146201	by_column
128	4	3.161630913054381	0.02087419998133555	by_column
128	8	354.33999687509674	0.031437600002391264	by_column
256	2	0.0	0.024844599975040182	by_column
256	4	3.8679816123099044	0.08248660000390373	by_column
256	8	280.26534195961216	0.17807889997493476	by_column
512	2	0.0	0.25412840000353754	by_column
512	4	4.579235986119329	0.4774465000082273	by_column
512	8	262.6371482023841	0.8132659000111744	by_column
